tconst	titleType	primaryTitle	originalTitle	isAdult	startYear	endYear	runtimeMinutes	genres
tt0116908	movie	The Long Kiss Goodnight	The Long Kiss Goodnight	0	1996	\N	121	Action,Crime,Drama
tt0117008	movie	Matilda	Matilda	0	1996	\N	98	Comedy,Family,Fantasy
tt0117057	movie	The Mirror Has Two Faces	The Mirror Has Two Faces	0	1996	\N	126	Comedy,Drama,Romance
tt0117060	movie	Mission: Impossible	Mission: Impossible	0	1996	\N	110	Action,Adventure,Thriller
tt0117218	movie	The Nutty Professor	The Nutty Professor	0	1996	\N	95	Comedy,Romance,Sci-Fi
tt0117247	movie	One Fine Day	One Fine Day	0	1996	\N	108	Comedy,Drama,Romance
tt0117318	movie	The People vs. Larry Flynt	The People vs. Larry Flynt	0	1996	\N	129	Biography,Drama
tt0117477	movie	Ridicule	Ridicule	0	1996	\N	102	Comedy,Drama,Romance
tt0117500	movie	The Rock	The Rock	0	1996	\N	136	Action,Adventure,Thriller
tt0117509	movie	Romeo + Juliet	Romeo + Juliet	0	1996	\N	120	Drama,Romance
tt0117571	movie	Scream	Scream	0	1996	\N	111	Horror,Mystery
tt0117665	movie	Sleepers	Sleepers	0	1996	\N	147	Crime,Drama,Thriller
tt0117731	movie	Star Trek: First Contact	Star Trek: First Contact	0	1996	\N	111	Action,Adventure,Drama
tt0117765	movie	Striptease	Striptease	0	1996	\N	115	Comedy,Crime,Drama
tt0117915	movie	Timelock	Timelock	0	1996	\N	90	Action,Sci-Fi
tt0117951	movie	Trainspotting	Trainspotting	0	1996	\N	94	Drama
tt0117998	movie	Twister	Twister	0	1996	\N	113	Action,Adventure,Drama
tt0118506	tvSeries	Veronica's Closet	Veronica's Closet	0	1997	2000	30	Comedy
tt0118571	movie	Air Force One	Air Force One	0	1997	\N	124	Action,Drama,Thriller
tt0118583	movie	Alien: Resurrection	Alien: Resurrection	0	1997	\N	109	Action,Horror,Sci-Fi
tt0118617	movie	Anastasia	Anastasia	0	1997	\N	94	Adventure,Animation,Drama
tt0118631	movie	The Apocalypse	The Apocalypse	0	1997	\N	96	Action,Sci-Fi
tt0118655	movie	Austin Powers: International Man of Mystery	Austin Powers: International Man of Mystery	0	1997	\N	94	Adventure,Comedy
tt0118688	movie	Batman & Robin	Batman & Robin	0	1997	\N	125	Action,Sci-Fi
tt0118689	movie	Bean	Bean	0	1997	\N	89	Adventure,Comedy,Family
tt0118708	movie	Beverly Hills Ninja	Beverly Hills Ninja	0	1997	\N	88	Action,Comedy
tt0118715	movie	The Big Lebowski	The Big Lebowski	0	1998	\N	117	Comedy,Crime
tt0118747	movie	Blues Brothers 2000	Blues Brothers 2000	0	1998	\N	123	Action,Comedy,Crime
tt0118749	movie	Boogie Nights	Boogie Nights	0	1997	\N	155	Drama
tt0118884	movie	Contact	Contact	0	1997	\N	150	Drama,Mystery,Sci-Fi
tt0118886	movie	Convict 762	Convict 762	0	1997	\N	97	Action,Sci-Fi,Thriller
tt0118928	movie	Dante's Peak	Dante's Peak	0	1997	\N	108	Action,Adventure,Thriller
tt0118929	movie	Dark City	Dark City	0	1998	\N	100	Mystery,Sci-Fi,Thriller
tt0118971	movie	The Devil's Advocate	The Devil's Advocate	0	1997	\N	144	Drama,Mystery,Thriller
tt0119008	movie	Donnie Brasco	Donnie Brasco	0	1997	\N	127	Biography,Crime,Drama
tt0119094	movie	Face/Off	Face/Off	0	1997	\N	138	Action,Crime,Sci-Fi
tt0119116	movie	The Fifth Element	Le cinquième élément	0	1997	\N	126	Action,Adventure,Sci-Fi
tt0119173	movie	G.I. Jane	G.I. Jane	0	1997	\N	125	Action,Drama,War
tt0119174	movie	The Game	The Game	0	1997	\N	129	Drama,Mystery,Thriller
tt0119177	movie	Gattaca	Gattaca	0	1997	\N	106	Drama,Sci-Fi,Thriller
tt0119217	movie	Good Will Hunting	Good Will Hunting	0	1997	\N	126	Drama
tt0119229	movie	Grosse Pointe Blank	Grosse Pointe Blank	0	1997	\N	107	Action,Comedy,Crime
tt0119324	movie	The House of Yes	The House of Yes	0	1997	\N	85	Comedy,Drama
tt0119360	movie	In & Out	In & Out	0	1997	\N	90	Comedy,Romance
tt0119396	movie	Jackie Brown	Jackie Brown	0	1997	\N	154	Crime,Drama,Thriller
tt0119432	movie	Jungle 2 Jungle	Jungle 2 Jungle	0	1997	\N	105	Comedy,Family
tt0119468	movie	Kiss the Girls	Kiss the Girls	0	1997	\N	115	Crime,Drama,Mystery
tt0119488	movie	L.A. Confidential	L.A. Confidential	0	1997	\N	138	Crime,Drama,Mystery
tt0119528	movie	Liar Liar	Liar Liar	0	1997	\N	86	Comedy,Fantasy
tt0119558	movie	Lolita	Lolita	0	1997	\N	137	Drama,Romance
tt0119567	movie	The Lost World: Jurassic Park	The Lost World: Jurassic Park	0	1997	\N	129	Action,Adventure,Sci-Fi
tt0119654	movie	Men in Black	Men in Black	0	1997	\N	98	Adventure,Comedy,Family
tt0119675	movie	Mimic	Mimic	0	1997	\N	105	Horror,Sci-Fi
tt0119738	movie	My Best Friend's Wedding	My Best Friend's Wedding	0	1997	\N	105	Comedy,Drama,Romance
tt0119822	movie	As Good as It Gets	As Good as It Gets	0	1997	\N	139	Comedy,Drama,Romance
tt0119887	movie	The Pest	The Pest	0	1997	\N	84	Comedy
tt0119925	movie	The Postman	The Postman	0	1997	\N	177	Action,Adventure,Drama
tt0120008	movie	The Replacement Killers	The Replacement Killers	0	1998	\N	87	Action,Crime,Thriller
tt0120032	movie	Romy and Michele's High School Reunion	Romy and Michele's High School Reunion	0	1997	\N	92	Comedy
tt0120053	movie	The Saint	The Saint	0	1997	\N	116	Action,Adventure,Romance
tt0120070	movie	Savior	Savior	0	1998	\N	103	Drama,War
tt0120102	movie	Seven Years in Tibet	Seven Years in Tibet	0	1997	\N	136	Adventure,Biography,Drama
tt0120131	video	The Lion King 2: Simba's Pride	The Lion King II: Simba's Pride	0	1998	\N	81	Adventure,Animation,Family
tt0120177	movie	Spawn	Spawn	0	1997	\N	96	Action,Horror
tt0120201	movie	Starship Troopers	Starship Troopers	0	1997	\N	129	Action,Adventure,Sci-Fi
tt0120255	movie	The Sweet Hereafter	The Sweet Hereafter	0	1997	\N	112	Drama
tt0120324	movie	A Simple Plan	A Simple Plan	0	1998	\N	121	Crime,Drama,Thriller
tt0120338	movie	Titanic	Titanic	0	1997	\N	194	Drama,Romance
tt0120347	movie	Tomorrow Never Dies	Tomorrow Never Dies	0	1997	\N	119	Action,Adventure,Thriller
tt0120363	movie	Toy Story 2	Toy Story 2	0	1999	\N	92	Adventure,Animation,Comedy
tt0120382	movie	The Truman Show	The Truman Show	0	1998	\N	103	Comedy,Drama,Sci-Fi
tt0120434	movie	Vegas Vacation	Vegas Vacation	0	1997	\N	93	Comedy
tt0120461	movie	Volcano	Volcano	0	1997	\N	104	Action,Drama,Sci-Fi
tt0120484	movie	The Waterboy	The Waterboy	0	1998	\N	90	Comedy,Sport
tt0120512	movie	Wild America	Wild America	0	1997	\N	106	Action,Adventure,Comedy
tt0120586	movie	American History X	American History X	0	1998	\N	119	Crime,Drama
tt0120591	movie	Armageddon	Armageddon	0	1998	\N	151	Action,Adventure,Sci-Fi
tt0120601	movie	Being John Malkovich	Being John Malkovich	0	1999	\N	112	Comedy,Drama,Fantasy
tt0120611	movie	Blade	Blade	0	1998	\N	120	Action,Horror
tt0120616	movie	The Mummy	The Mummy	0	1999	\N	124	Action,Adventure,Fantasy
tt0120623	movie	A Bug's Life	A Bug's Life	0	1998	\N	95	Adventure,Animation,Comedy
tt0120631	movie	Ever After: A Cinderella Story	EverAfter	0	1998	\N	121	Comedy,Drama,Romance
tt0120647	movie	Deep Impact	Deep Impact	0	1998	\N	120	Action,Drama,Romance
tt0120655	movie	Dogma	Dogma	0	1999	\N	130	Adventure,Comedy,Drama
tt0120657	movie	The 13th Warrior	The 13th Warrior	0	1999	\N	102	Action,Adventure,History
tt0120660	movie	Enemy of the State	Enemy of the State	0	1998	\N	132	Action,Crime,Mystery
tt0120663	movie	Eyes Wide Shut	Eyes Wide Shut	0	1999	\N	159	Drama,Mystery,Thriller
tt0120669	movie	Fear and Loathing in Las Vegas	Fear and Loathing in Las Vegas	0	1998	\N	118	Adventure,Comedy,Drama
tt0120679	movie	Frida	Frida	0	2002	\N	123	Biography,Drama,Romance
tt0120684	movie	Gods and Monsters	Gods and Monsters	0	1998	\N	105	Biography,Drama
tt0120685	movie	Godzilla	Godzilla	0	1998	\N	139	Action,Sci-Fi,Thriller
tt0120689	movie	The Green Mile	The Green Mile	0	1999	\N	189	Crime,Drama,Fantasy
tt0120694	movie	Halloween H20: 20 Years Later	Halloween H20: 20 Years Later	0	1998	\N	86	Horror,Thriller
tt0120737	movie	The Lord of the Rings: The Fellowship of the Ring	The Lord of the Rings: The Fellowship of the Ring	0	2001	\N	178	Adventure,Drama,Fantasy
tt0120738	movie	Lost in Space	Lost in Space	0	1998	\N	130	Action,Adventure,Family
tt0120744	movie	The Man in the Iron Mask	The Man in the Iron Mask	0	1998	\N	132	Action,Adventure
tt0120746	movie	The Mask of Zorro	The Mask of Zorro	0	1998	\N	136	Action,Adventure,Comedy
tt0120755	movie	Mission: Impossible II	Mission: Impossible II	0	2000	\N	123	Action,Adventure,Thriller
tt0120762	movie	Mulan	Mulan	0	1998	\N	88	Adventure,Animation,Family
tt0120777	movie	The Opposite of Sex	The Opposite of Sex	0	1998	\N	105	Comedy
tt0120780	movie	Out of Sight	Out of Sight	0	1998	\N	123	Crime,Drama,Romance
tt0120789	movie	Pleasantville	Pleasantville	0	1998	\N	124	Comedy,Drama,Fantasy
tt0120791	movie	Practical Magic	Practical Magic	0	1998	\N	104	Comedy,Drama,Fantasy
tt0120812	movie	Rush Hour	Rush Hour	0	1998	\N	98	Action,Comedy,Crime
tt0120815	movie	Saving Private Ryan	Saving Private Ryan	0	1998	\N	169	Drama,War
tt0120828	movie	Six Days Seven Nights	Six Days Seven Nights	0	1998	\N	98	Action,Adventure,Comedy
tt0120844	movie	Star Trek: Insurrection	Star Trek: Insurrection	0	1998	\N	103	Action,Adventure,Sci-Fi
tt0120855	movie	Tarzan	Tarzan	0	1999	\N	88	Adventure,Animation,Family
tt0120863	movie	The Thin Red Line	The Thin Red Line	0	1998	\N	170	Drama,War
tt0120885	movie	Wag the Dog	Wag the Dog	0	1997	\N	97	Comedy,Drama
tt0120889	movie	What Dreams May Come	What Dreams May Come	0	1998	\N	113	Drama,Fantasy,Romance
tt0120890	movie	Wild Things	Wild Things	0	1998	\N	108	Crime,Drama,Mystery
tt0120891	movie	Wild Wild West	Wild Wild West	0	1999	\N	106	Action,Comedy,Sci-Fi
tt0120902	movie	The X Files	The X Files	0	1998	\N	121	Drama,Mystery,Sci-Fi
tt0120903	movie	X-Men	X-Men	0	2000	\N	104	Action,Adventure,Sci-Fi
tt0120907	movie	eXistenZ	eXistenZ	0	1999	\N	97	Horror,Sci-Fi,Thriller
tt0120910	movie	Fantasia 2000	Fantasia 2000	0	1999	\N	75	Animation,Comedy,Family
tt0120915	movie	Star Wars: Episode I - The Phantom Menace	Star Wars: Episode I - The Phantom Menace	0	1999	\N	136	Action,Adventure,Fantasy
tt0121164	movie	Corpse Bride	Corpse Bride	0	2005	\N	77	Animation,Drama,Family
tt0121765	movie	Star Wars: Episode II - Attack of the Clones	Star Wars: Episode II - Attack of the Clones	0	2002	\N	142	Action,Adventure,Fantasy
tt0121766	movie	Star Wars: Episode III - Revenge of the Sith	Star Wars: Episode III - Revenge of the Sith	0	2005	\N	140	Action,Adventure,Fantasy
tt0122529	movie	Henry Fool	Henry Fool	0	1997	\N	137	Comedy,Drama
tt0122690	movie	Ronin	Ronin	0	1998	\N	122	Action,Adventure,Crime
tt0122933	movie	Analyze This	Analyze This	0	1999	\N	103	Comedy,Crime
tt0122969	movie	Asya	Asya	0	1978	\N	98	Drama
tt0123366	tvSeries	The View	The View	0	1997	\N	60	Talk-Show
tt0124198	movie	Very Bad Things	Very Bad Things	0	1998	\N	100	Comedy,Crime,Thriller
tt0124298	movie	Blast from the Past	Blast from the Past	0	1999	\N	112	Comedy,Drama,Romance
tt0124315	movie	The Cider House Rules	The Cider House Rules	0	1999	\N	126	Drama,Romance
tt0124819	movie	Orgazmo	Orgazmo	0	1997	\N	94	Comedy,Sci-Fi
tt0125439	movie	Notting Hill	Notting Hill	0	1999	\N	124	Comedy,Drama,Romance
tt0126604	movie	Pecker	Pecker	0	1998	\N	87	Comedy,Drama
tt0127536	movie	Elizabeth	Elizabeth	0	1998	\N	124	Biography,Drama,History
tt0128445	movie	Rushmore	Rushmore	0	1998	\N	93	Comedy,Drama
tt0128853	movie	You've Got Mail	You've Got Mail	0	1998	\N	119	Comedy,Drama,Romance
tt0129167	movie	The Iron Giant	The Iron Giant	0	1999	\N	86	Action,Adventure,Animation
tt0129387	movie	There's Something About Mary	There's Something About Mary	0	1998	\N	119	Comedy,Romance
tt0131325	movie	Bowfinger	Bowfinger	0	1999	\N	97	Comedy
tt0131369	movie	Edtv	Edtv	0	1999	\N	122	Comedy,Drama
tt0131857	movie	BASEketball	BASEketball	0	1998	\N	103	Comedy,Sport
tt0132347	movie	Mystery Men	Mystery Men	0	1999	\N	121	Action,Comedy,Fantasy
tt0133093	movie	The Matrix	The Matrix	0	1999	\N	136	Action,Sci-Fi
tt0133189	movie	SLC Punk!	SLC Punk!	0	1998	\N	97	Comedy,Drama,Music
tt0134119	movie	The Talented Mr. Ripley	The Talented Mr. Ripley	0	1999	\N	139	Crime,Drama,Thriller
tt0134269	tvSeries	V.I.P.	V.I.P.	0	1998	2002	45	Action,Comedy,Crime
tt0137523	movie	Fight Club	Fight Club	0	1999	\N	139	Drama
tt0139057	movie	Beautopia	Beautopia	0	1998	\N	104	Documentary
tt0139134	movie	Cruel Intentions	Cruel Intentions	0	1999	\N	97	Drama,Romance
tt0139654	movie	Training Day	Training Day	0	2001	\N	122	Crime,Drama,Thriller
tt0139809	movie	The Thirteenth Floor	The Thirteenth Floor	0	1999	\N	100	Mystery,Sci-Fi,Thriller
tt0140352	movie	The Insider	The Insider	0	1999	\N	157	Biography,Drama,Thriller
tt0143134	video	Playboy: The Best of Jenny McCarthy	Playboy: The Best of Jenny McCarthy	0	1998	\N	57	Documentary
tt0143145	movie	The World Is Not Enough	The World Is Not Enough	0	1999	\N	128	Action,Adventure,Thriller
tt0143805	video	Playboy: Jenny McCarthy, the Playboy Years	Playboy: Jenny McCarthy, the Playboy Years	0	1997	\N	53	Documentary
tt0144084	movie	American Psycho	American Psycho	0	2000	\N	102	Crime,Drama
tt0144117	movie	The Boondock Saints	The Boondock Saints	0	1999	\N	108	Action,Crime,Thriller
tt0144120	movie	Bride of Chucky	Bride of Chucky	0	1998	\N	89	Comedy,Horror
tt0145487	movie	Spider-Man	Spider-Man	0	2002	\N	121	Action,Adventure,Sci-Fi
tt0145531	movie	Stigmata	Stigmata	0	1999	\N	103	Horror
tt0145660	movie	Austin Powers: The Spy Who Shagged Me	Austin Powers: The Spy Who Shagged Me	0	1999	\N	95	Action,Adventure,Comedy
tt0146882	movie	High Fidelity	High Fidelity	0	2000	\N	113	Comedy,Drama,Music
tt0148059	movie	Den polnoluniya	Den polnoluniya	0	1998	\N	93	Drama
tt0150377	movie	Double Jeopardy	Double Jeopardy	0	1999	\N	105	Crime,Drama,Mystery
tt0151738	movie	Never Been Kissed	Never Been Kissed	0	1999	\N	107	Comedy,Drama,Romance
tt0151804	movie	Office Space	Office Space	0	1999	\N	89	Comedy
tt0152930	movie	Taxi	Taxi	0	1998	\N	86	Action,Comedy,Crime
tt0156841	movie	The Next Best Thing	The Next Best Thing	0	2000	\N	108	Comedy,Drama,Romance
tt0157503	movie	Drop Dead Gorgeous	Drop Dead Gorgeous	0	1999	\N	97	Comedy,Romance,Thriller
tt0158552	tvSeries	Charmed	Charmed	0	1998	2006	42	Drama,Fantasy,Mystery
tt0158622	movie	The Flintstones in Viva Rock Vegas	The Flintstones in Viva Rock Vegas	0	2000	\N	90	Comedy,Family,Romance
tt0159097	movie	The Virgin Suicides	The Virgin Suicides	0	1999	\N	97	Drama,Romance
tt0159206	tvSeries	Sex and the City	Sex and the City	0	1998	2004	30	Comedy,Drama,Romance
tt0160009	movie	The Art of War	The Art of War	0	2000	\N	117	Action,Adventure,Crime
tt0160127	movie	Charlie's Angels	Charlie's Angels	0	2000	\N	98	Action,Adventure,Comedy
tt0160862	movie	She's All That	She's All That	0	1999	\N	95	Comedy,Romance
tt0161081	movie	What Lies Beneath	What Lies Beneath	0	2000	\N	130	Drama,Fantasy,Horror
tt0162222	movie	Cast Away	Cast Away	0	2000	\N	143	Adventure,Drama,Romance
tt0162346	movie	Ghost World	Ghost World	0	2001	\N	111	Comedy,Drama
tt0162661	movie	Sleepy Hollow	Sleepy Hollow	0	1999	\N	105	Fantasy,Horror,Mystery
